,yhat
2025-09-10 01:33:40,2338.87888862634
2025-09-10 01:33:50,2378.545966564718
2025-09-10 01:34:00,2317.345465894064
2025-09-10 01:34:10,2387.703360903007
2025-09-10 01:34:20,2806.335841893094
2025-09-10 01:34:30,3522.828586210723
2025-09-10 01:34:40,2828.5970413299947
2025-09-10 01:34:50,3023.6014644413153
2025-09-10 01:35:00,3161.8788831591855
2025-09-10 01:35:10,2922.8126776065765
2025-09-10 01:35:20,2587.1851221755796
2025-09-10 01:35:30,2712.5172873753063
2025-09-10 01:35:40,2411.4844612801357
2025-09-10 01:35:50,2452.640187770943
2025-09-10 01:36:00,2385.512173212335
2025-09-10 01:36:10,2747.776429181405
2025-09-10 01:36:20,2319.7194329709646
2025-09-10 01:36:30,2190.557883964014
2025-09-10 01:36:40,2842.0849054020573
2025-09-10 01:36:50,2643.715212351453
2025-09-10 01:37:00,2387.7910532163687
2025-09-10 01:37:10,2384.0518795031576
2025-09-10 01:37:20,2703.280383532574
2025-09-10 01:37:30,2486.975403292778
2025-09-10 01:37:40,2350.3642583709043
2025-09-10 01:37:50,2295.355992304613
2025-09-10 01:38:00,2375.7725236310866
2025-09-10 01:38:10,2475.290725203865
2025-09-10 01:38:20,2472.75488997023
2025-09-10 01:38:30,2508.8963739247665
2025-09-10 01:38:40,2679.4384487231428
2025-09-10 01:38:50,2571.463587630787
2025-09-10 01:39:00,2526.2028059851796
2025-09-10 01:39:10,2522.511886382479
2025-09-10 01:39:20,2752.165942660216
2025-09-10 01:39:30,2674.6604816237805
2025-09-10 01:39:40,2389.318412632793
2025-09-10 01:39:50,2560.3088397742576
2025-09-10 01:40:00,2826.579135012378
2025-09-10 01:40:10,2376.5635577934495
2025-09-10 01:40:20,2713.3843432961457
2025-09-10 01:40:30,2650.659577517377
2025-09-10 01:40:40,2546.83902852356
2025-09-10 01:40:50,2352.196672559302
2025-09-10 01:41:00,2573.033387376767
2025-09-10 01:41:10,2427.538264209152
2025-09-10 01:41:20,2539.8615774824557
2025-09-10 01:41:30,2383.846048725482
2025-09-10 01:41:40,2353.206359113731
2025-09-10 01:41:50,2277.5943448500343
2025-09-10 01:42:00,2329.509010711598
2025-09-10 01:42:10,2684.0824036878066
2025-09-10 01:42:20,2357.532354980818
2025-09-10 01:42:30,2102.439302998044
2025-09-10 01:42:40,1967.9781240267785
2025-09-10 01:42:50,2175.2554520658737
2025-09-10 01:43:00,2475.8664672266104
2025-09-10 01:43:10,2199.923064224956
2025-09-10 01:43:20,2343.8944205519947
2025-09-10 01:43:30,2234.8220224747065
2025-09-10 01:43:40,2422.5827991868036
2025-09-10 01:43:50,2572.0814446194527
2025-09-10 01:44:00,3228.0880999110896
2025-09-10 01:44:10,3078.2224304410793
2025-09-10 01:44:20,4313.325074849237
2025-09-10 01:44:30,2986.2589430822327
2025-09-10 01:44:40,3133.431566580613
2025-09-10 01:44:50,2877.3894193438427
2025-09-10 01:45:00,3149.510574513276
2025-09-10 01:45:10,3111.7704513540057
2025-09-10 01:45:20,3769.498465657314
2025-09-10 01:45:30,4270.242884411234
2025-09-10 01:45:40,3827.0633521844106
2025-09-10 01:45:50,2947.2697081136703
2025-09-10 01:46:00,2707.196869293261
2025-09-10 01:46:10,2913.806046834316
2025-09-10 01:46:20,2562.2437073710516
2025-09-10 01:46:30,2496.8182741855085
2025-09-10 01:46:40,2546.436620148531
2025-09-10 01:46:50,2838.4753980126443
2025-09-10 01:47:00,2651.053165119667
2025-09-10 01:47:10,2443.359157240705
2025-09-10 01:47:20,2285.1142865586953
2025-09-10 01:47:30,2531.200530987919
2025-09-10 01:47:40,2511.110057838241
2025-09-10 01:47:50,2215.3209179328774
2025-09-10 01:48:00,2337.655509038203
2025-09-10 01:48:10,2138.7253591192853
2025-09-10 01:48:20,2240.6101858889583
2025-09-10 01:48:30,2413.4855789128064
2025-09-10 01:48:40,2583.563320357837
2025-09-10 01:48:50,2483.866127874206
2025-09-10 01:49:00,2100.824197284358
2025-09-10 01:49:10,2145.5614373321728
2025-09-10 01:49:20,2259.152988511038
2025-09-10 01:49:30,2400.2878768930564
2025-09-10 01:49:40,2416.2230775195544
2025-09-10 01:49:50,2359.5987141599235
2025-09-10 01:50:00,2679.958513979111
2025-09-10 01:50:10,2676.080165113076
2025-09-10 01:50:20,2907.281008935278
2025-09-10 01:50:30,2599.9573533230428
2025-09-10 01:50:40,2798.04199617971
2025-09-10 01:50:50,2658.94131178363
2025-09-10 01:51:00,3178.345298910399
2025-09-10 01:51:10,2806.8269245446304
2025-09-10 01:51:20,3216.016185208592
2025-09-10 01:51:30,3047.0338911674044
2025-09-10 01:51:40,3406.43255783165
2025-09-10 01:51:50,3044.239988470529
2025-09-10 01:52:00,3086.2088737407717
2025-09-10 01:52:10,2818.691119272894
2025-09-10 01:52:20,2889.2457788219544
2025-09-10 01:52:30,3123.06423662442
2025-09-10 01:52:40,3182.4015436064415
2025-09-10 01:52:50,3473.921699545664
2025-09-10 01:53:00,3404.016438606651
2025-09-10 01:53:10,3546.425696845575
2025-09-10 01:53:20,3265.2213182953988
2025-09-10 01:53:30,3531.3906119937237
2025-09-10 01:53:40,2919.324985851491
2025-09-10 01:53:50,2662.375579305927
2025-09-10 01:54:00,2625.728809683465
2025-09-10 01:54:10,2650.5509070420258
2025-09-10 01:54:20,2746.864921783074
2025-09-10 01:54:30,2787.903865624748
2025-09-10 01:54:40,2410.4241964260395
2025-09-10 01:54:50,2399.903356737176
2025-09-10 01:55:00,3001.53038777263
2025-09-10 01:55:10,2815.995078914956
2025-09-10 01:55:20,3214.8873580197487
2025-09-10 01:55:30,2750.109458585675
2025-09-10 01:55:40,2808.618745023601
2025-09-10 01:55:50,2561.9077193694
2025-09-10 01:56:00,2371.612475000882
2025-09-10 01:56:10,2662.13822315662
2025-09-10 01:56:20,2093.850086741365
2025-09-10 01:56:30,2496.405665483893
2025-09-10 01:56:40,2572.82211911841
2025-09-10 01:56:50,2706.5444069349815
2025-09-10 01:57:00,2757.657540536818
2025-09-10 01:57:10,2640.9802010371286
2025-09-10 01:57:20,2202.6357780680037
2025-09-10 01:57:30,2406.8241469618947
2025-09-10 01:57:40,2317.64850022159
2025-09-10 01:57:50,2517.0170867488846
2025-09-10 01:58:00,2228.8718040012573
2025-09-10 01:58:10,2043.2682083859272
2025-09-10 01:58:20,3020.5126051317184
2025-09-10 01:58:30,3425.6915057909127
2025-09-10 01:58:40,2622.9467845239787
2025-09-10 01:58:50,2669.43148150592
2025-09-10 01:59:00,2880.5054595997835
2025-09-10 01:59:10,2972.5619586343782
2025-09-10 01:59:20,2539.8863570917797
2025-09-10 01:59:30,2511.0387795115503
2025-09-10 01:59:40,2362.8714847400092
